Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
Reservoir,2,836000,11.2,3073,2,1,3,821,,,-37.7093,145.0006,Northern Metropolitan,21650
Reservoir,2,401000,11.2,3073,2,1,1,184,77,1965,-37.7043,145.0277,Northern Metropolitan,21650
Reservoir,2,635000,11.2,3073,2,1,1,608,,,-37.7293,145.0224,Northern Metropolitan,21650
Reservoir,2,491000,11.2,3073,2,1,1,168,93,1970,-37.7167,145.0001,Northern Metropolitan,21650
Reservoir,2,420000,11.2,3073,2,1,0,207,,,-37.7145,144.9962,Northern Metropolitan,21650
Reservoir,3,810000,11.2,3073,3,1,2,564,558,1960,-37.7196,144.9899,Northern Metropolitan,21650
Reservoir,3,780000,11.2,3073,3,1,2,457,,,-37.7199,145.0155,Northern Metropolitan,21650
Reservoir,2,520000,11.2,3073,2,1,1,135,,1980,-37.7181,144.9985,Northern Metropolitan,21650
Reservoir,3,660000,11.2,3073,3,1,1,754,,,-37.7009,144.999,Northern Metropolitan,21650
Reservoir,2,555000,11.2,3073,2,1,2,229,92,1970,-37.71,145.0082,Northern Metropolitan,21650
Reservoir,2,350000,11.2,3073,2,1,1,0,72,2016,-37.7091,145.0255,Northern Metropolitan,21650
Reservoir,3,540000,11.2,3073,3,2,2,215,146,2003,-37.7257,145.0243,Northern Metropolitan,21650
Reservoir,3,678000,11.2,3073,3,2,1,230,,2009,-37.7077,145.0211,Northern Metropolitan,21650
Reservoir,3,812000,11.2,3073,3,1,2,696,,1950,-37.7223,145.0126,Northern Metropolitan,21650
Reservoir,3,682000,11.2,3073,3,1,1,750,103,1970,-37.7107,145.0317,Northern Metropolitan,21650
Reservoir,2,380000,11.2,3073,2,1,1,83,85,2010,-37.7171,145.0019,Northern Metropolitan,21650
Reservoir,1,350000,11.2,3073,1,1,2,96,45,2009,-37.7175,145.0081,Northern Metropolitan,21650
Reservoir,4,750000,11.2,3073,4,2,4,820,197,1965,-37.6945,144.992,Northern Metropolitan,21650
Reservoir,2,495000,11.2,3073,2,1,1,96,73,2013,-37.7139,145.0198,Northern Metropolitan,21650
Reservoir,2,644000,11.2,3073,2,1,2,455,,1940,-37.7246,144.9995,Northern Metropolitan,21650
Reservoir,4,895500,11.2,3073,4,2,4,864,,,-37.7034,144.9886,Northern Metropolitan,21650
Reservoir,3,500000,11.2,3073,3,1,1,359,109,1960,-37.6957,145.0161,Northern Metropolitan,21650
Reservoir,3,940000,11.2,3073,3,1,2,756,,,-37.7249,144.9854,Northern Metropolitan,21650
Reservoir,2,755000,11.2,3073,2,1,2,0,,,-37.7231,145.0168,Northern Metropolitan,21650
Reservoir,2,568000,11.2,3073,2,1,1,120,,,-37.7239,145.0083,Northern Metropolitan,21650
Reservoir,2,350000,11.2,3073,2,1,1,102,67,1970,-37.7064,145.0264,Northern Metropolitan,21650
Reservoir,2,452000,11.2,3073,2,1,1,0,,,-37.703,145.0201,Northern Metropolitan,21650
Reservoir,2,335000,11.2,3073,2,1,1,0,54,2012,-37.7112,144.9989,Northern Metropolitan,21650
Reservoir,3,585000,11.2,3073,3,1,3,620,,,-37.7293,145.032,Northern Metropolitan,21650
Reservoir,2,360000,11.2,3073,2,1,1,139,,,-37.7327,145.0347,Northern Metropolitan,21650
Reservoir,2,380000,11.2,3073,2,1,1,220,,2011,-37.7327,145.0347,Northern Metropolitan,21650
Reservoir,3,546000,11.2,3073,3,1,2,592,84,1960,-37.728,145.0352,Northern Metropolitan,21650
Reservoir,3,400000,11.2,3073,3,1,1,172,97,1970,-37.7092,145.0274,Northern Metropolitan,21650
Reservoir,4,1700000,11.2,3073,4,2,4,601,,,-37.7176,145.0058,Northern Metropolitan,21650
Reservoir,3,592500,11.2,3073,3,2,1,215,,,-37.7094,145.0204,Northern Metropolitan,21650
Reservoir,3,830000,11.2,3073,1,1,1,509,,1928,-37.7261,144.9983,Northern Metropolitan,21650
Reservoir,2,360000,11.2,3073,2,1,1,132,65,2010,-37.708,145.0223,Northern Metropolitan,21650
Reservoir,3,655000,11.2,3073,2,1,1,644,,,-37.713,145.0137,Northern Metropolitan,21650
Reservoir,3,410000,11.2,3073,3,1,1,250,105,1960,-37.6974,145.0213,Northern Metropolitan,21650
Reservoir,2,836000,11.2,3073,2,1,1,931,121,1970,-37.7033,145.0169,Northern Metropolitan,21650
Reservoir,2,635000,11.2,3073,2,2,2,654,,,-37.7134,145.0235,Northern Metropolitan,21650
Reservoir,4,811000,11.2,3073,4,2,3,525,525,,-37.7029,145.0324,Northern Metropolitan,21650
Reservoir,2,650000,11.2,3073,2,1,1,750,,,-37.7092,144.9933,Northern Metropolitan,21650
Reservoir,3,765000,11.2,3073,3,1,2,551,,,-37.7214,145.0241,Northern Metropolitan,21650
Reservoir,2,440000,11.2,3073,2,1,2,132,83,1980,-37.709,145.0219,Northern Metropolitan,21650
Reservoir,3,715000,11.2,3073,3,2,2,251,,,-37.7255,145.0088,Northern Metropolitan,21650
Reservoir,4,670000,11.2,3073,4,2,2,578,,,-37.7064,145.0321,Northern Metropolitan,21650
Reservoir,2,376000,11.2,3073,2,1,1,104,77,1970,-37.7104,145.0076,Northern Metropolitan,21650
Reservoir,2,323000,11.2,3073,2,1,1,0,65,1960,-37.7093,145.0084,Northern Metropolitan,21650
Reservoir,3,680000,11.2,3073,3,1,4,527,146,1965,-37.6983,144.9941,Northern Metropolitan,21650
Reservoir,2,530000,11.2,3073,2,1,1,0,106,2007,-37.7141,145.0047,Northern Metropolitan,21650
Reservoir,4,786000,11.2,3073,4,3,1,595,174,2013,-37.7283,145.0072,Northern Metropolitan,21650
Reservoir,2,390000,11.2,3073,2,1,1,122,74,1980,-37.7261,144.9961,Northern Metropolitan,21650
Reservoir,3,650000,11.2,3073,3,1,2,468,92,1960,-37.7184,144.9962,Northern Metropolitan,21650
Reservoir,3,540000,11.2,3073,3,1,2,496,,,-37.7156,144.9825,Northern Metropolitan,21650
Reservoir,3,685000,11.2,3073,3,1,1,497,,,-37.7096,145.0036,Northern Metropolitan,21650
Reservoir,3,800000,11.2,3073,3,2,3,574,159,1955,-37.722,144.9922,Northern Metropolitan,21650
Reservoir,3,830000,11.2,3073,3,1,2,671,,,-37.7187,145.0127,Northern Metropolitan,21650
Reservoir,2,330000,11.2,3073,2,1,1,90,64,1970,-37.7295,145.0243,Northern Metropolitan,21650
Reservoir,3,539000,11.2,3073,3,1,1,474,114,1960,-37.7086,144.9919,Northern Metropolitan,21650
Reservoir,3,622500,11.2,3073,3,1,1,456,94,1960,-37.7038,145.0281,Northern Metropolitan,21650
Reservoir,4,767500,11.2,3073,3,2,2,834,129,2017,-37.704,145.0299,Northern Metropolitan,21650
Reservoir,3,780000,11.2,3073,3,1,2,464,125,1920,-37.7245,145.004,Northern Metropolitan,21650
Reservoir,3,668000,11.2,3073,3,2,1,618,149,1965,-37.6989,145.0212,Northern Metropolitan,21650
Reservoir,4,1215000,11.2,3073,4,2,4,748,,,-37.7247,145.0096,Northern Metropolitan,21650
Reservoir,3,1120000,11.2,3073,3,1,2,744,,,-37.7285,144.9961,Northern Metropolitan,21650
Reservoir,3,470000,11.2,3073,3,1,2,159,97,1970,-37.7277,145.0248,Northern Metropolitan,21650
Reservoir,3,800000,11.2,3073,3,1,1,858,,,-37.7075,145.0136,Northern Metropolitan,21650
Reservoir,2,1700000,11.2,3073,2,1,6,1041,,,-37.7152,144.997,Northern Metropolitan,21650
Reservoir,3,655000,11.2,3073,3,2,2,456,137,1970,-37.7061,145.0308,Northern Metropolitan,21650
Reservoir,3,885000,11.2,3073,3,1,2,518,,,-37.7303,145.0171,Northern Metropolitan,21650
Reservoir,2,510000,11.2,3073,2,1,2,268,,,-37.7113,145.0224,Northern Metropolitan,21650
Reservoir,2,440000,11.2,3073,2,1,1,183,93,1980,-37.7078,145.033,Northern Metropolitan,21650
Reservoir,3,703000,11.2,3073,3,2,1,597,120,1960,-37.7066,145.0203,Northern Metropolitan,21650
Reservoir,2,424000,11.2,3073,2,1,1,141,81,1980,-37.7149,145.0009,Northern Metropolitan,21650
Reservoir,4,750000,11.2,3073,4,1,2,747,,,-37.7054,145.0137,Northern Metropolitan,21650
Reservoir,3,613000,11.2,3073,3,1,2,745,149,1985,-37.7007,144.9815,Northern Metropolitan,21650
Reservoir,3,779000,11.2,3073,3,1,2,945,,,-37.7027,145.0001,Northern Metropolitan,21650
Reservoir,2,425000,11.2,3073,2,1,1,145,100,,-37.7284,145.0361,Northern Metropolitan,21650
Reservoir,5,791000,11.2,3073,4,3,1,961,,,-37.7024,144.984,Northern Metropolitan,21650
Reservoir,3,475000,11.2,3073,3,1,1,535,133,1970,-37.692,144.9781,Northern Metropolitan,21650
Reservoir,3,950000,11.2,3073,3,2,2,565,120,1920,-37.7196,144.997,Northern Metropolitan,21650
Reservoir,2,352000,11.2,3073,2,1,1,0,,1970,-37.703,145.014,Northern Metropolitan,21650
Reservoir,4,730000,11.2,3073,4,1,2,770,152,1970,-37.6981,144.9989,Northern Metropolitan,21650
Reservoir,2,791000,11.2,3073,2,1,3,720,,,-37.7076,145.017,Northern Metropolitan,21650
Reservoir,3,905000,11.2,3073,3,1,2,950,121,1960,-37.7022,145.0078,Northern Metropolitan,21650
Reservoir,2,480000,11.2,3073,2,2,1,145,145,2010,-37.7053,145.0173,Northern Metropolitan,21650
Reservoir,3,767000,11.2,3073,3,1,2,561,96,1950,-37.7098,145.0031,Northern Metropolitan,21650
Reservoir,3,871000,11.2,3073,3,1,3,614,,,-37.7276,144.989,Northern Metropolitan,21650
Reservoir,3,450000,11.2,3073,3,1,2,179,108,2002,-37.7108,145.0289,Northern Metropolitan,21650
Reservoir,3,921500,11.2,3073,3,2,1,527,177,1950,-37.7238,144.9964,Northern Metropolitan,21650
Reservoir,2,490000,11.2,3073,3,1,1,126,91,2013,-37.7186,145.0166,Northern Metropolitan,21650
Reservoir,3,787000,11.2,3073,3,1,1,563,118,1940,-37.7258,145.0129,Northern Metropolitan,21650
Reservoir,2,300000,11.2,3073,2,1,1,0,55,2014,-37.7112,144.9989,Northern Metropolitan,21650
Reservoir,2,335000,11.2,3073,2,1,1,0,54,2012,-37.7112,144.9989,Northern Metropolitan,21650
Reservoir,3,670500,11.2,3073,3,1,2,654,,,-37.7229,145.0225,Northern Metropolitan,21650
Reservoir,5,1050000,11.2,3073,5,2,1,578,,,-37.7061,145.0147,Northern Metropolitan,21650
Reservoir,3,475000,11.2,3073,3,1,2,521,100,2010,-37.7097,144.9912,Northern Metropolitan,21650
Reservoir,2,440000,11.2,3073,2,1,1,153,87,2007,-37.7098,145.0211,Northern Metropolitan,21650
Reservoir,3,851500,11.2,3073,3,1,1,0,,1930,-37.7217,144.9954,Northern Metropolitan,21650
Reservoir,2,623500,11.2,3073,2,1,0,452,,,-37.7271,145.0009,Northern Metropolitan,21650
Reservoir,4,830000,11.2,3073,4,1,4,791,,,-37.7001,144.9936,Northern Metropolitan,21650
Reservoir,3,572000,11.2,3073,3,1,2,41400,,,-37.7104,145.0257,Northern Metropolitan,21650
Reservoir,3,600000,11.2,3073,3,2,2,0,,,-37.7208,145.0148,Northern Metropolitan,21650
Reservoir,3,450000,11.2,3073,2,2,2,185,,,-37.7211,145.0147,Northern Metropolitan,21650
Reservoir,2,525000,11.2,3073,3,1,2,284,,2014,-37.705,145.0152,Northern Metropolitan,21650
Reservoir,3,692500,11.2,3073,3,2,2,803,,,-37.7086,145.0313,Northern Metropolitan,21650
Reservoir,4,790000,11.2,3073,4,2,2,1090,,,-37.7243,145.0014,Northern Metropolitan,21650
Reservoir,3,785000,11.2,3073,3,1,1,719,,,-37.709,145.0015,Northern Metropolitan,21650
Reservoir,2,840000,11.2,3073,2,1,1,714,,,-37.726,144.9858,Northern Metropolitan,21650
Reservoir,5,925000,11.2,3073,5,3,4,922,,,-37.6961,144.9865,Northern Metropolitan,21650
Reservoir,3,700000,11.2,3073,3,1,1,621,,1950,-37.7195,145.0074,Northern Metropolitan,21650
Reservoir,4,801000,11.2,3073,3,1,2,771,,1965,-37.705,145.0035,Northern Metropolitan,21650
Reservoir,1,216000,11.2,3073,2,1,1,0,45,1970,-37.7111,144.9919,Northern Metropolitan,21650
Reservoir,1,220000,11.2,3073,1,1,1,0,45,1970,-37.7111,144.9919,Northern Metropolitan,21650
Reservoir,3,866000,11.2,3073,3,1,2,569,,,-37.7313,145.0224,Northern Metropolitan,21650
Reservoir,2,340000,11.2,3073,2,1,1,151,80,1975,-37.7126,144.99,Northern Metropolitan,21650
Reservoir,2,500250,11.2,3073,2,1,1,425,,1960,-37.7047,145.0252,Northern Metropolitan,21650
Reservoir,1,395000,11.2,3073,1,1,1,94,50,2014,-37.7186,145.011,Northern Metropolitan,21650
Reservoir,3,810000,11.2,3073,3,2,3,486,,,-37.7164,145.0048,Northern Metropolitan,21650
Reservoir,2,790000,11.2,3073,2,1,1,585,97,1950,-37.719,144.9972,Northern Metropolitan,21650
Reservoir,2,465000,11.2,3073,2,1,1,111,,,-37.7128,145.0075,Northern Metropolitan,21650
Reservoir,3,601000,11.2,3073,3,1,2,460,102,1965,-37.6917,144.9755,Northern Metropolitan,21650
Reservoir,2,772000,11.2,3073,2,1,1,0,,,-37.7106,145.0138,Northern Metropolitan,21650
Reservoir,2,968000,11.2,3073,2,1,2,631,,,-37.7211,145.0195,Northern Metropolitan,21650
Reservoir,3,928000,11.2,3073,3,1,1,696,,,-37.7218,145.015,Northern Metropolitan,21650
Reservoir,2,300000,11.2,3073,2,1,1,87,62,1970,-37.7174,145.0016,Northern Metropolitan,21650
Reservoir,2,420000,11.2,3073,2,1,2,153,107,2003,-37.702,145.0324,Northern Metropolitan,21650
Reservoir,4,885000,11.2,3073,4,2,3,936,262,1985,-37.7021,145.0178,Northern Metropolitan,21650
Reservoir,2,240000,11.2,3073,2,1,1,82,,1970,-37.6983,145.0104,Northern Metropolitan,21650
Reservoir,3,815000,11.2,3073,3,1,2,550,557,1965,-37.7208,144.9887,Northern Metropolitan,21650
Reservoir,3,882500,11.2,3073,3,2,2,681,135,1940,-37.7217,145.0163,Northern Metropolitan,21650
Reservoir,3,793000,11.2,3073,3,1,2,589,128,1950,-37.7195,144.9982,Northern Metropolitan,21650
Reservoir,3,550000,11.2,3073,3,2,2,260,128,2006,-37.7106,145.0225,Northern Metropolitan,21650
Reservoir,2,477000,11.2,3073,2,1,2,115,,,-37.7156,144.9977,Northern Metropolitan,21650
Reservoir,2,433000,11.2,3073,2,1,1,236,72,2012,-37.6984,144.9997,Northern Metropolitan,21650
Reservoir,3,672000,11.2,3073,3,1,2,855,,,-37.7328,145.0348,Northern Metropolitan,21650
Reservoir,2,680000,11.2,3073,2,1,1,750,92,1960,-37.7089,145.0192,Northern Metropolitan,21650
Reservoir,3,751000,11.2,3073,3,1,2,604,,1940,-37.723,145.0024,Northern Metropolitan,21650
Reservoir,3,851000,11.2,3073,3,1,1,826,101,1960,-37.7013,145.0244,Northern Metropolitan,21650
Reservoir,3,777000,11.2,3073,3,1,2,480,,,-37.7265,144.9918,Northern Metropolitan,21650
Reservoir,4,1162000,11.2,3073,4,3,4,695,,,-37.7264,145.0198,Northern Metropolitan,21650
Reservoir,3,620000,11.2,3073,3,1,2,653,,,-37.7108,145.0156,Northern Metropolitan,21650
Reservoir,3,1025000,11.2,3073,3,1,4,670,134,1935,-37.7242,145.0154,Northern Metropolitan,21650
Reservoir,3,762500,11.2,3073,3,1,2,677,,,-37.7101,144.9999,Northern Metropolitan,21650
Reservoir,3,832000,11.2,3073,3,1,2,496,,,-37.7263,145.0003,Northern Metropolitan,21650
Reservoir,5,820000,11.2,3073,5,2,2,737,150,,-37.7306,145.0242,Northern Metropolitan,21650
Reservoir,3,784000,11.2,3073,3,1,2,602,162,1970,-37.7115,145.0009,Northern Metropolitan,21650
Reservoir,4,1186000,11.2,3073,4,1,2,895,188,1940,-37.7285,144.9964,Northern Metropolitan,21650
Reservoir,3,665000,11.2,3073,3,1,1,467,,,-37.7219,144.9892,Northern Metropolitan,21650
Reservoir,2,405000,11.2,3073,2,1,1,121,,1965,-37.7146,145.001,Northern Metropolitan,21650
Reservoir,2,431000,11.2,3073,2,1,1,139,,1975,-37.7175,145,Northern Metropolitan,21650
Reservoir,4,885000,11.2,3073,4,2,2,508,141,1950,-37.7129,145.0047,Northern Metropolitan,21650
Reservoir,3,718500,11.2,3073,3,1,6,807,133,1975,-37.704,144.9864,Northern Metropolitan,21650
Reservoir,5,762500,11.2,3073,3,2,2,548,285,1990,-37.7099,145.0333,Northern Metropolitan,21650
Reservoir,3,737000,11.2,3073,2,3,6,957,,,-37.7012,145.0069,Northern Metropolitan,21650
Reservoir,3,810000,11.2,3073,3,2,2,279,,,-37.7192,144.9971,Northern Metropolitan,21650
Reservoir,2,610000,11.2,3073,3,1,2,383,103,1970,-37.7103,145.0037,Northern Metropolitan,21650
Reservoir,2,430000,11.2,3073,2,1,1,152,,,-37.7173,144.9976,Northern Metropolitan,21650
Reservoir,2,730000,11.2,3073,2,1,2,637,,,-37.7207,145.0196,Northern Metropolitan,21650
Reservoir,4,680000,11.2,3073,4,1,2,561,134,1960,-37.697,144.9989,Northern Metropolitan,21650
Reservoir,3,705000,11.2,3073,3,1,1,437,,1930,-37.7291,145.021,Northern Metropolitan,21650
Reservoir,3,705000,11.2,3073,3,1,3,513,,,-37.7243,144.9883,Northern Metropolitan,21650
Reservoir,2,390000,11.2,3073,2,1,1,133,65,2012,-37.6983,144.9998,Northern Metropolitan,21650
Richmond,2,937000,2.6,3121,2,1,1,125,103,1950,-37.8106,144.994,Northern Metropolitan,14949
Richmond,3,1260000,2.6,3121,2,1,0,203,81,1900,-37.8166,144.9945,Northern Metropolitan,14949
Richmond,3,1236000,2.6,3121,3,2,1,675,,,-37.8206,145.0003,Northern Metropolitan,14949
Richmond,2,540000,2.6,3121,2,2,1,656,,,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,2,795250,2.6,3121,2,1,2,0,85,1997,-37.8164,145.0136,Northern Metropolitan,14949
Richmond,2,582000,2.6,3121,2,1,1,0,75,2001,-37.824,144.9918,Northern Metropolitan,14949
Richmond,1,500000,2.6,3121,1,1,1,0,,,-37.8226,145.013,Northern Metropolitan,14949
Richmond,3,1600000,2.6,3121,3,2,1,115,,,-37.8163,144.9984,Northern Metropolitan,14949
Richmond,3,2180000,2.6,3121,3,2,2,345,,,-37.8159,144.994,Northern Metropolitan,14949
Richmond,1,370000,2.6,3121,1,1,1,502,38,1950,-37.8214,144.9997,Northern Metropolitan,14949
Richmond,4,3335000,2.6,3121,4,2,2,319,,1893,-37.8244,145.0044,Northern Metropolitan,14949
Richmond,2,935000,2.6,3121,2,1,1,67,,1998,-37.8159,145.0033,Northern Metropolitan,14949
Richmond,3,1102000,2.6,3121,3,2,0,194,,,-37.8265,145.0022,Northern Metropolitan,14949
Richmond,1,437500,2.6,3121,1,1,1,778,,2013,-37.8177,144.9972,Northern Metropolitan,14949
Richmond,1,421000,2.6,3121,1,1,1,8223,57,2012,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,2,479000,2.6,3121,2,1,1,534,,1970,-37.8123,145.0081,Northern Metropolitan,14949
Richmond,5,3200000,2.6,3121,5,3,3,618,260,1890,-37.8157,145.0073,Northern Metropolitan,14949
Richmond,2,479000,2.6,3121,2,1,1,0,62,1970,-37.8258,145.0057,Northern Metropolitan,14949
Richmond,2,1042500,2.6,3121,2,1,1,80,,,-37.8126,145.004,Northern Metropolitan,14949
Richmond,2,655000,2.6,3121,2,1,1,1725,69,2005,-37.8174,144.9949,Northern Metropolitan,14949
Richmond,2,1130000,2.6,3121,2,2,3,114,,,-37.8212,145.005,Northern Metropolitan,14949
Richmond,2,561000,2.6,3121,2,1,1,2571,66,2013,-37.8198,145.005,Northern Metropolitan,14949
Richmond,2,635000,2.6,3121,2,2,1,2740,76,2003,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,3,1010000,2.6,3121,3,1,1,199,105,1900,-37.8193,144.9993,Northern Metropolitan,14949
Richmond,2,1025000,2.6,3121,2,1,1,169,92,1900,-37.8235,145.0035,Northern Metropolitan,14949
Richmond,2,1102000,2.6,3121,2,1,1,167,,,-37.8255,145.0013,Northern Metropolitan,14949
Richmond,2,550000,2.6,3121,2,1,2,0,68,2000,-37.815,145.0089,Northern Metropolitan,14949
Richmond,3,1152500,2.6,3121,3,2,1,78,,,-37.8154,145.0061,Northern Metropolitan,14949
Richmond,4,1375000,2.6,3121,4,2,2,58,158,2007,-37.817,145.0135,Northern Metropolitan,14949
Richmond,3,1422000,2.6,3121,3,1,0,339,,,-37.8215,145.0102,Northern Metropolitan,14949
Richmond,2,1506000,2.6,3121,2,2,1,220,131,1920,-37.8284,144.9989,Northern Metropolitan,14949
Richmond,3,1350000,2.6,3121,3,1,2,332,116,1940,-37.8131,145.005,Northern Metropolitan,14949
Richmond,3,1090000,2.6,3121,3,1,3,283,,,-37.8127,145.0073,Northern Metropolitan,14949
Richmond,1,405000,2.6,3121,1,1,1,7455,53,2005,-37.822,145.0104,Northern Metropolitan,14949
Richmond,1,327000,2.6,3121,1,1,1,0,43,2012,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,3,1474000,2.6,3121,3,1,0,238,94,1900,-37.8167,144.9977,Northern Metropolitan,14949
Richmond,3,1555000,2.6,3121,3,1,0,250,115,1900,-37.8167,144.9978,Northern Metropolitan,14949
Richmond,1,500000,2.6,3121,1,1,1,0,52,2013,-37.8198,145.005,Northern Metropolitan,14949
Richmond,2,815000,2.6,3121,2,2,2,0,,,-37.8187,145.0079,Northern Metropolitan,14949
Richmond,1,345000,2.6,3121,1,1,0,0,,1970,-37.8211,144.9955,Northern Metropolitan,14949
Richmond,1,345000,2.6,3121,1,1,1,8223,45,2012,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,3,1275000,2.6,3121,3,1,2,204,128,1900,-37.8285,145.0022,Northern Metropolitan,14949
Richmond,3,1150000,2.6,3121,3,1,0,176,92,1900,-37.8116,145.0042,Northern Metropolitan,14949
Richmond,4,950000,2.6,3121,4,1,0,254,124,1890,-37.8201,144.9898,Northern Metropolitan,14949
Richmond,2,270000,2.6,3121,2,1,1,0,60,2004,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,1,439000,2.6,3121,1,1,1,3516,56,2011,-37.8183,144.9979,Northern Metropolitan,14949
Richmond,2,695000,2.6,3121,2,1,2,0,68,1997,-37.8333,144.998,Northern Metropolitan,14949
Richmond,2,512000,2.6,3121,2,1,1,0,61,1970,-37.8198,144.996,Northern Metropolitan,14949
Richmond,2,855000,2.6,3121,2,1,1,92,115,1970,-37.815,145.008,Northern Metropolitan,14949
Richmond,2,1040000,2.6,3121,3,2,2,0,95,2013,-37.8198,145.005,Northern Metropolitan,14949
Richmond,1,342000,2.6,3121,1,1,1,0,1,1970,-37.8214,144.9896,Northern Metropolitan,14949
Richmond,1,681000,2.6,3121,1,1,1,0,50,2004,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,2,900000,2.6,3121,2,1,0,95,63,1900,-37.8193,144.9976,Northern Metropolitan,14949
Richmond,3,1250000,2.6,3121,3,2,1,120,126,2010,-37.8243,145.0034,Northern Metropolitan,14949
Richmond,2,990000,2.6,3121,2,1,1,117,75,1900,-37.812,144.9939,Northern Metropolitan,14949
Richmond,2,1189000,2.6,3121,2,1,0,158,110,1900,-37.8232,145.0002,Northern Metropolitan,14949
Richmond,2,1220000,2.6,3121,2,1,1,166,88,1900,-37.8245,144.9933,Northern Metropolitan,14949
Richmond,2,1220000,2.6,3121,2,1,1,80,,,-37.8213,145.005,Northern Metropolitan,14949
Richmond,3,1100000,2.6,3121,3,1,0,162,81,1915,-37.8241,145.0015,Northern Metropolitan,14949
Richmond,3,1346000,2.6,3121,3,1,0,187,,,-37.8169,144.996,Northern Metropolitan,14949
Richmond,2,450000,2.6,3121,2,1,1,0,66,2000,-37.8173,144.9965,Northern Metropolitan,14949
Richmond,2,1340000,2.6,3121,2,1,0,178,,,-37.8289,144.9992,Northern Metropolitan,14949
Richmond,2,1421000,2.6,3121,2,1,0,196,,,-37.8254,145,Northern Metropolitan,14949
Richmond,3,1074000,2.6,3121,3,1,0,245,140,1900,-37.8138,144.9921,Northern Metropolitan,14949
Richmond,3,1205000,2.6,3121,3,1,0,164,,,-37.8198,144.9979,Northern Metropolitan,14949
Richmond,2,1430000,2.6,3121,2,2,2,153,125,2004,-37.8209,145.0055,Northern Metropolitan,14949
Richmond,3,1465000,2.6,3121,3,2,2,233,170,1993,-37.8122,144.9937,Northern Metropolitan,14949
Richmond,2,391000,2.6,3121,2,1,1,0,51,1965,-37.812,145.0029,Northern Metropolitan,14949
Richmond,2,1035000,2.6,3121,2,1,0,108,,1900,-37.8251,144.9959,Northern Metropolitan,14949
Richmond,2,530000,2.6,3121,2,1,1,0,,1965,-37.8236,145.009,Northern Metropolitan,14949
Richmond,2,930000,2.6,3121,2,1,1,97,85,2004,-37.814,145.002,Northern Metropolitan,14949
Richmond,3,1182000,2.6,3121,3,1,1,199,110,1920,-37.8139,145.0039,Northern Metropolitan,14949
Richmond,2,777500,2.6,3121,2,1,1,151,76,1900,-37.8171,145.009,Northern Metropolitan,14949
Richmond,3,1115000,2.6,3121,3,2,2,129,120,1980,-37.824,145.0052,Northern Metropolitan,14949
Richmond,3,760000,2.6,3121,3,2,1,0,120,2005,-37.8331,144.9975,Northern Metropolitan,14949
Richmond,2,640000,2.6,3121,2,1,2,0,69,2000,-37.8173,144.9965,Northern Metropolitan,14949
Richmond,3,1710000,2.6,3121,4,2,2,202,,,-37.8241,144.9934,Northern Metropolitan,14949
Richmond,3,1420000,2.6,3121,3,1,0,198,119,1890,-37.8225,145.0007,Northern Metropolitan,14949
Richmond,1,390000,2.6,3121,1,1,1,0,40,2011,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,3,3020000,2.6,3121,3,2,2,389,,,-37.8214,144.9951,Northern Metropolitan,14949
Richmond,3,1346000,2.6,3121,2,1,1,207,,,-37.8215,145.0132,Northern Metropolitan,14949
Richmond,1,380000,2.6,3121,1,1,1,0,44,2012,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,2,680000,2.6,3121,2,1,1,0,52,2012,-37.823,144.9982,Northern Metropolitan,14949
Richmond,2,1081000,2.6,3121,2,1,1,126,115,1995,-37.814,145.006,Northern Metropolitan,14949
Richmond,2,860000,2.6,3121,2,2,0,74,95,2000,-37.8207,145.0053,Northern Metropolitan,14949
Richmond,3,1820000,2.6,3121,3,1,1,410,,1900,-37.8292,145.0029,Northern Metropolitan,14949
Richmond,2,905000,2.6,3121,2,1,0,139,54,1920,-37.8118,144.9937,Northern Metropolitan,14949
Richmond,2,691000,2.6,3121,2,2,1,0,85,2008,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,3,1088000,2.6,3121,3,3,2,168,120,1915,-37.8126,145.0064,Northern Metropolitan,14949
Richmond,3,911000,2.6,3121,3,2,1,0,110,2000,-37.8238,145.0072,Northern Metropolitan,14949
Richmond,4,3001000,2.6,3121,2,3,1,544,241,1920,-37.8152,144.9922,Northern Metropolitan,14949
Richmond,2,638000,2.6,3121,2,2,1,0,77,2008,-37.822,145.0104,Northern Metropolitan,14949
Richmond,2,951000,2.6,3121,2,1,0,108,,1905,-37.8259,145.0089,Northern Metropolitan,14949
Richmond,2,912000,2.6,3121,2,1,2,204,,,-37.821,145.0082,Northern Metropolitan,14949
Richmond,1,415000,2.6,3121,1,1,1,0,,,-37.8234,144.9985,Northern Metropolitan,14949
Richmond,3,1285000,2.6,3121,4,2,1,133,,,-37.8246,145.0012,Northern Metropolitan,14949
